questions,cal,eq,choice
4692b02b56fb90ed68909702780f0e08,False,False,eq
214986e9a7ebef97ae512b699d0de729,True,True,cal
7c0673176a12d994d3c758fa207c82d2,True,True,eq
006adb3f2208921d1e0a249e43482364,False,False,eq
5d1355b724b7849d55a2ab44500bac7b,False,True,eq
cefe115664a53f80c9166a61aefee855,True,True,cal
872499592a033c0bd05d5b5fd99939aa,True,True,cal
75fc386a61d396093669b2c568bca804,True,True,eq
1144ceb086be49852b0351a28093ee81,True,True,cal
ac06370719428c6e1508d9eb4d1e86e8,True,True,cal
ba535694aed92848ee7ee5cf707840bc,False,False,eq
8b783618f6fbfb2a6353f5bb04204e4c,False,False,cal
62c0e60caea333d70cd5cb0ffedcd5eb,True,False,eq
4a67d2180e54bbe843d2f48be56256ea,True,True,cal
a1320fed263ebea8c6cd4cd7e94d9833,True,True,cal
aed183689f4c61056a053a5e35d4d407,True,True,cal
95a907402e56c7704ccf436bd4d2edcb,True,True,cal
3d90b8dac5763822959b30579a60d38e,True,True,eq
492b5f3302da9e5dbb329801234f7e97,True,True,cal
81382d63c66aae55fc360babe6291585,True,True,cal
aa9c9e5d11f2a32627e076e4461e2689,True,True,cal
9aa2823311e4b8ace5141903ed52bec0,True,True,cal
4022936cd27c01070da2e2dccf0a45d7,True,True,cal
4696bf3cc6bb1a170b2ee36b1f403948,True,True,eq
d0e201317dd0f94dd3f1a7538702df8a,True,True,cal
798defad8d67e07fc7d6ad92cae8d0b5,True,True,eq
379b897683365165da059315e94badd2,True,True,cal
614fc2de433e60244d3e77387ff0669c,True,True,eq
50ab31ae22a82bd64edd5f286591ff42,False,False,eq
1a34cdd052d2fe320cba38202c2a82b5,True,True,cal
218934ade2a0f866a8997760a9a45cab,False,False,cal
4ca94e811de118050e4846f58e45cf3d,True,True,eq
065b085df59a542df316f084294d5c2b,True,True,eq
026589e97621b33d741fca28adf069e9,True,True,cal
cb983341d72c233f4ce426e3cdf69776,True,True,cal
ae910c04f41287b763f89727fbdcb7ed,True,True,cal
667c3d7d513592d6ba6d842cd4a08842,True,True,cal
75be5f5e95e002126af51cc60c54e9e1,True,True,eq
dd70ba433ec46abc0d73862400395174,True,True,cal
c3a933ea87a82c04eed9047242d1ca1f,True,True,eq
82e0943a1c7ee5d0636c3b25f3e1922b,True,True,eq
5b145007dfb86d0821b62468ab75e91e,True,True,cal
d5e8a4c4ed7435e85e366dd18be4c525,True,True,cal
9ca16ce28805a2997a6a1409c9b40d86,True,False,eq
ed6a1adf127df39239c112ff772d22a3,False,False,eq
d582ef3fc3c4f43f5010744d85139162,True,True,cal
7d0a8b8aea0513e6d005d4203e95fd92,True,False,eq
3bb0a936244dadddb1311c6e054bf008,True,True,eq
dcf2e2d13b0a7e1b7b38407791962019,True,True,cal
b325799bc061ee83ab2521d27f8fa484,True,True,eq
d00a618493114f56ba5d933aabfaa218,True,True,cal
15f742c3f793222c52bce65ac1ca0aca,True,True,eq
dc18aa763c64d69f045ac82c9c1f6935,True,True,cal
2e9a1932d84482e9e2be5788644fef53,True,True,cal
79ae26f31d80ee5335851b14c3b7f2f5,True,True,eq
d94b156a1fe1bcda98ff7328aa521499,True,True,cal
b034c6de12d8078af4cd2e7d9bba3f04,True,True,cal
b821b3ad03a06602c5b7cbf108fc4a9a,False,False,eq
5d8768f4375bff2a0cf67d34b167d1d4,False,False,eq
4be311bc7c049c87300de6dcefe1fa78,True,True,cal
289490b32e517129f76f0847fcd84ef8,True,True,cal
364a3f154905e42101b2b9433821ea47,False,False,eq
f16807b95e4434a07cd421c52dc81d6d,True,True,eq
13c95a58a83deec33a3e764148aca1e9,True,True,cal
3555b7b808ca710868f69e605a514ec7,True,True,cal
53218a4e67e329d220454e8b85e57f4a,True,True,eq
394fd26bb3ff3aa3dfcc302e9b8378b9,False,False,eq
07912f399cd29de7691aa0fa6dcdcf5e,True,True,eq
cc7c0c938787dfbcdfdbc2ccf913cae9,False,True,eq
8ddc86911a40db091ab40fa8f53f4ffe,True,False,cal
7bd70c60b4bdecea51508b72db2744ea,False,False,eq
142e876d6ea997746b1f210a895603b7,True,True,cal
788cf446fc7b2a9899aacac1508b0963,True,True,eq
30325c7b4fec075df0a9954c68eb6797,False,True,cal
1a8c60760364e08deec75984a5a85961,True,True,cal
19504b90e97c82a811cb57273eadd14e,True,True,cal
6504d34f3ee41e6e5bf76e3c0b1a9b68,True,True,cal
15dfa3503574a825b093a5dcfe61fc5d,True,False,cal
3b5096cce4a7326dcad3d9f01cde3039,True,True,cal
391a72c3e32fa5bb3ac0a7ac1dd01ef6,True,True,eq
2b93c3c6b7252e0022034356779bb602,True,True,cal
614f1d646d6b31e7939ba0d4bb17a2f4,True,False,cal
fbae6c3cd77a84d4785bbfa4135d5ef8,False,False,eq
7f07d690fd872e783c907e44c74c923e,True,True,cal
deddbe63d495b34d30ff48a1e6a7689b,True,True,eq
bbaebccb059f79f0b808b863ac464860,True,True,cal
bce1944764e0e22436bdaca83f4e9bfd,False,False,eq
f3104c2c676b6a8c51aa915e8d9bd22c,True,True,eq
a487eeec4bd30c30c6660b729ec351bf,False,True,cal
bf2ae52bda1a7dbdeb872d20ebc13b29,False,True,cal
f9b3150ed03379c83205151e41dd6729,True,True,cal
17cff8fff500580fe9c3b92811745c4e,True,True,cal
7c912f7e324f0cb86376b7b0ae26b339,True,True,eq
e4173ff1992e46c3798acf116eff06c3,True,True,cal
b583a5f362b3850a2098abc6918e7fa5,True,True,cal
bde01cc919816b890b683f116e016c56,True,True,eq
bfe96b934ef43f56377610fa4e439600,True,True,eq
4133eca9447e2a0feffd15e43def9cbc,True,True,cal
8108dd6d0dfe34b4d0158ba18b4b2fee,True,True,eq
6e53f5e2a9c5e9b21232304f5d06834c,True,True,cal
a7774babdf190e6de95678cb3564df06,True,True,eq
af4412f15bdfee01b4f6cf024c75ead7,True,True,eq
5738556fd613faad1d50c4e82f471899,True,True,cal
a2d8333faefb8436d2c28124e2a0b5a2,False,True,eq
357dff39bdaa880cfaf72cb4dced79c0,True,True,eq
66166d31eda577b56d65f1a012cb1300,True,True,eq
fa15313097882de3d7ffc156883b90b3,True,True,eq
41438c94f77a2f605cf025a80f3a41b2,True,True,eq
6b6fd2c7c87890a40c70d031f1598dd0,False,True,cal
7f3af0022aba4ced4baf18f8dd811064,True,True,cal
3a9207e24fcd1c51b170ab2ba9313212,False,False,eq
0583e5551f237f6d7a7471de7885c09e,True,True,eq
8dd1ff284ac12d7afb0361f179307647,False,True,cal
20659e72001fa926764dcb01eab61038,True,True,eq
0ce2a08a36bcf9d3800967f296455759,True,True,eq
6edef9634014d64e1d1f318f8129f3dd,False,False,cal
81b70df4752edeb3a0d14a4660913737,True,True,eq
3caafda91f193dc9b48f600610586dc7,True,True,cal
1f9034b01b8bff3f86edae97cd1879db,True,True,eq
2f41a60435d982752a58b691136d6e2c,True,False,eq
49fb7e0ab051cd585a43ff78aa475f40,True,True,cal
b2f21ac518aed43f90f2c69796ff5174,True,True,cal
7cbf83db906f854912906cc0f7416d5a,True,True,cal
06675454504377e9307700af4f4369f5,True,True,cal
d889e2fc481027658b314248209e819a,True,True,cal
39d60a5b25e923d97e943bb29aa671d8,True,True,eq
00216cccc4903335a39fd615bb5eb334,True,True,eq
947e3e6741a407f6dbae42fc17e3540e,True,True,eq
f8a54d4677cb13d046e305d085672f28,True,True,eq
f697e5fda727d55c62e795e8a284326b,True,True,eq
d703e3857aa213881839baf3513c3ae9,True,True,eq
6b3ba2227178de34f1776d172ea2cc67,True,True,eq
83e09dfd193a5619b0061b0f8c50e533,True,True,cal
750bbfebf37f1baef7bd2b0ca1bfacf2,True,True,cal
6fd945bbf3a5f9364ce78927464decbd,True,False,eq
0f874c94c07bd77b2d632ddecea487d7,True,True,cal
e6da1d05377830c866ff3328fc440db0,True,True,eq
06527e9bbb92abe2b062a3d3a25fb464,True,True,eq
3431f6d93094fc0fed3ad26c1de80d1c,True,True,cal
b0a061cf975134cc07c4510649782815,True,True,eq
6454cf4703212b35a48f55dba919a08a,True,True,eq
af1d224cacc2c434c4def1b0e4e07609,False,False,cal
5cad5f3ac772e05791e29f4ab6ca171e,True,True,eq
3de9bb09d566520a30eec2e3bdfdfe52,True,True,cal
0cc7d85f89b80f491223f6acda4930bb,True,True,cal
781e1963c711e7acaa52b2f915e0a6c5,True,True,eq
c1de83e14f6c302da5bbbc217c8bc4ae,True,True,eq
521ca36dbe07e05c3bc477cdf60a079c,True,True,eq
1942935e19dc8e163b5f548493afdb8e,True,True,cal
1a8dd87368624d5b3bd5a7c94487dec2,True,False,cal
e16df4faedeb54cf18a636706ff5bae6,True,True,cal
46e51fa3fea673e21eeb8ee251e7bb7a,True,True,eq
db8288286aca76c33491c6a0106aab46,True,True,eq
f62b41f594fa7869f79ac957103a81f4,True,True,eq
280d80b613f1d02d14918c6fee1c7b5d,True,True,cal
8a756e4d1fa3a060a19650242643f794,True,True,cal
999db15a45cafeed7cfed940204bfecf,True,True,eq
571c3bfe66e3062223917dfd06f7ae91,True,True,cal
89fb4c913f1be73f2492ae5a5622b0f7,True,False,eq
0d7902a114a0cb24c34e93844057bc6f,True,True,cal
53400a73a0695594fca3f73404209f2d,True,True,cal
2a24e98ba73c910beffe16ad8bec6e1d,True,True,eq
95385565928da32a822de46336f54790,True,True,cal
1469dbc2b5ea9849ef65d4d0948d7dc6,True,True,eq
8845a256ab68e47553b2a31c8730e62d,True,True,cal
34ed1404a5f8e3d81b6c5769ccc04656,True,True,cal
38e7e25c8f54fe569ec096885a5367df,True,True,cal
7fc79d68511b739d22bf7e8399b233d7,True,True,eq
ec2b1220279239003100503161c4528c,True,True,cal
a22f7deb6c5e37a2d96bead840feec5e,True,True,cal
a90fc5213aa982146f06164109813951,True,False,eq
200249b9126f17cd574380a4d8b6e7ec,True,True,eq
e21bc54ba74d648483aab67d2748bc66,True,True,cal
45dcc0ccb1368e4f0ad0b8d66c1ed952,True,True,cal
4cce0e59a83e93213b6aed1a1bb50e3a,True,True,cal
406f4a531bedd0ea7b9ef0c6f16f88d5,True,True,cal
308e024ad103166cda89d7b289f766e7,False,True,eq
58964e3f896523e61ee324ee02e09877,True,True,eq
b7e15c2eaea4a98def9405babb628ddd,False,False,eq
d9098f711f60365e3f5e4c51b2e0f187,True,True,cal
6eaf502d40a9de8bcc4005e12d6ef1e4,True,True,eq
4a67d71caff93db136f4b47340f9bbd9,True,True,eq
0a35d9cf76e899f39244fdf1434a8747,True,True,eq
cfdc3a55cf067fa5f0df4926cbb86876,True,True,cal
1f648e3bbb333500a89f340dd6b8b1c7,True,True,cal
379fe3755e19ec15d2efc236d64b818f,True,True,cal
e93553af931f5ddb36e92958a2f831a5,True,True,cal
efad775a9b0166b7157d410d5ec9f674,True,True,cal
62ece37dfaf178aa627e73448f6517c4,True,True,eq
339c16d144658a48de29d104f23b2fb8,True,True,cal
6940fe705ab8e09ee2fb68ab290dd042,True,False,cal
6b9836a40017b6394db6701b811b6eb4,True,True,eq
a07cd1ad64cf0a55d8492652d75c8112,False,True,eq
c48e5be1610aecca964e156302b25400,True,True,cal
30b4540c8a3e83c2dcd2760ac1a9b71b,False,True,eq
648b9ca102884ab2f7d00990f86b1a7b,True,False,eq
efc31497ba4aa64d3fd2034b2d1d6582,True,True,eq
59637c824bbae74869816571d4c9f01d,False,False,cal
68665271b2c101a9e6765887365cadfa,True,True,eq
c515af15d7e2c264bce2c9bca7cc1579,True,True,cal
b90dc8946252a1ff7c0922c101bc140d,True,True,eq
0d820ba190e483721044b05be11cd0a4,True,True,cal
7ec1950c9b4750622eaf3cea9e5f708d,True,True,eq
2f093e6310735b94fe3b7b20c04bc49a,True,True,cal
41de176d9c027757780ec7809cf6958d,False,False,cal
0cfa7395751437d64abf912fd2341573,True,True,eq
b46c78851502aec5c86c8cee6b881751,True,True,cal
e0384ad258af13c0b130995bf83f686c,True,True,cal
2026f43e2a30f54e4699a29efacb755e,False,True,cal
8209b463cb5dace8524b5f7f63ba2c2e,True,False,cal
3d40400674a82ca7bfadb274fa945345,True,True,eq
61573afaf11ea51fe64f90fc03b2a248,True,True,cal
1186799de5b03edea97e4ebd9add0c4e,True,True,eq
093ce03ea33ba98d18af68b12a76d745,True,True,eq
59d31a3cb973f50a412c70b25382ad9f,True,True,cal
51eec558532badd6af2bf608959cadb1,False,True,eq
829fdd79464c6a20d943abd0c9b3f132,True,True,eq
c26251d8f560a15cc11d8551eca03e07,True,True,eq
be35d77d835a496c44ee78de0da73c54,True,True,cal
3ccaaa237f10f94c5d3e23c99e967c1d,True,True,cal
e952cf64b0f826c085fa898cdf5382d4,True,True,cal
5d45924a51f75c8f613657dfbe55ca7d,True,True,cal
8e9ae2db64cc407684dfd7b211c84d7a,True,True,eq
9bbac1f2b7636c420885277feb5ec57f,True,True,cal
9cc8dab3784809eca5864cd580b50d97,False,False,cal
7d915911ba726257d65d3ecec771c932,True,True,eq
47c882d5feedd5212e831cd27c90f6b6,True,True,eq
f42032bfcdca5b182a074187fb095dc8,True,True,eq
16f44e182efef8845ff0b493b6a3bb38,True,True,cal
